timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
61300049,-0.18001714,-0.106133625,0.017886542,0.8349447,-0.006141471,-0.0025419178,-0.55029374,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61328047,0.119125344,-0.048772175,-0.0029287492,0.83505535,-0.0057597077,-0.0032157642,-0.55012643,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61360049,0.14652242,-0.070638545,0.042396385,0.83533055,-0.004709747,-0.004194419,-0.549712,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61392848,-0.0419494,0.014840705,0.0573727,0.83564365,-0.0034638243,-0.004565817,-0.5492421,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61424850,-0.04106174,-0.018270735,0.03288743,0.83591396,-0.0027297745,-0.004673342,-0.548834,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61456848,0.1314587,0.05086135,0.034634512,0.83625954,-0.0024992584,-0.0050228676,-0.5483052,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61488848,0.050007008,0.03667513,0.041154493,0.8367372,-0.0027121666,-0.005400631,-0.5475714,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61516863,0.12687996,-0.02200082,0.06844397,0.8372544,-0.0030782826,-0.006027185,-0.54677176,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61548848,0.14246699,0.11631003,0.06941714,0.8379521,-0.0029433991,-0.006001239,-0.545703,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61580848,-0.0001309854,-0.0457162,0.09890869,0.83873177,-0.0029067372,-0.0056859097,-0.54450756,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61612848,0.03783924,0.07439329,0.112223804,0.83946925,-0.0024488345,-0.00503392,-0.5433784,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
61644848,0.059187632,0.13445671,0.05309213,0.8401793,-0.0019858899,-0.004294378,-0.5422881,0.99999785,7.851749e-05,0.00012469091,-0.0020647054,3
