timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
596234557,596234557,0,0,0,0,0,0,0,0,0,0,0
597238132,597238132,0,0,0,0,0,0,0,0,0,0,0
598317207,598317207,0,0,0,0,0,0,0,0,0,0,0
599338446,599338446,0,0,0,0,0,0,0,0,0,0,0
600241370,600241370,0,0,0,0,0,0,0,0,0,0,0
601235155,601235155,0,0,0,0,0,0,0,0,0,0,0
602280402,602280402,0,0,0,0,0,0,0,0,0,0,0
603288177,603288177,0,0,0,0,0,0,0,0,0,0,0
604251514,604251514,0,0,0,0,0,0,0,0,0,0,0
605268048,605268048,0,0,0,0,0,0,0,0,0,0,0
606246376,606246376,0,0,0,0,0,0,0,0,0,0,0
607306312,607306312,0,0,0,0,0,0,0,0,0,0,0
608350769,608350769,0,0,0,0,0,0,0,0,0,0,0
609229875,609229875,0,0,0,0,0,0,0,0,0,0,0
610238796,610238796,0,0,0,0,0,0,0,0,0,0,0
611241148,611241148,0,0,0,0,0,0,0,0,0,0,0
612311381,612311381,0,0,0,0,0,0,0,0,0,0,0
613261790,613261790,0,0,0,0,0,0,0,0,0,0,0
614238286,614238286,0,0,0,0,0,0,0,0,0,0,0
615310337,615310337,0,0,0,0,0,0,0,0,0,0,0
616328378,616328378,0,0,0,0,0,0,0,0,0,0,0
617240175,617240175,0,0,0,0,0,0,0,0,0,0,0
618237329,618237329,0,0,0,0,0,0,0,0,0,0,0
619244219,619244219,0,0,0,0,0,0,0,0,0,0,0
620230193,620230193,0,0,0,0,0,0,0,0,0,0,0
621252182,621252182,0,0,0,0,0,0,0,0,0,0,0
622253375,622253375,0,0,0,0,0,0,0,0,0,0,0
623350140,623350140,0,0,0,0,0,0,0,0,0,0,0
624314234,624314234,0,0,0,0,0,0,0,0,0,0,0
625268188,625268188,0,0,0,0,0,0,0,0,0,0,0
626227141,626227141,0,0,0,0,0,0,0,0,0,0,0
627265468,627265468,0,0,0,0,0,0,0,0,0,0,0
628290813,628290813,0,0,0,0,0,0,0,0,0,0,0
629237329,629237329,0,0,0,0,0,0,0,0,0,0,0
630264156,630264156,0,0,0,0,0,0,0,0,0,0,0
631289742,631289742,0,0,0,0,0,0,0,0,0,0,0
632312587,632312587,0,0,0,0,0,0,0,0,0,0,0
633330127,633330127,0,0,0,0,0,0,0,0,0,0,0
634239843,634239843,0,0,0,0,0,0,0,0,0,0,0
635235338,635235338,0,0,0,0,0,0,0,0,0,0,0
636277140,636277140,0,0,0,0,0,0,0,0,0,0,0
637299155,637299155,0,0,0,0,0,0,0,0,0,0,0
638321366,638321366,0,0,0,0,0,0,0,0,0,0,0
639274089,639274089,0,0,0,0,0,0,0,0,0,0,0
640299383,640299383,0,0,0,0,0,0,0,0,0,0,0
641323135,641323135,0,0,0,0,0,0,0,0,0,0,0
642265129,642265129,0,0,0,0,0,0,0,0,0,0,0
643242778,643242778,0,0,0,0,0,0,0,0,0,0,0
644245182,644245182,0,0,0,0,0,0,0,0,0,0,0
645233224,645233224,0,0,0,0,0,0,0,0,0,0,0
646235220,646235220,0,0,0,0,0,0,0,0,0,0,0
647320089,647320089,0,0,0,0,0,0,0,0,0,0,0
648289634,648289634,0,0,0,0,0,0,0,0,0,0,0
649304200,649304200,0,0,0,0,0,0,0,0,0,0,0
650255128,650255128,0,0,0,0,0,0,0,0,0,0,0
651292185,651292185,0,0,0,0,0,0,0,0,0,0,0
652238457,652238457,0,0,0,0,0,0,0,0,0,0,0
653258133,653258133,0,0,0,0,0,0,0,0,0,0,0
654235335,654235335,0,0,0,0,0,0,0,0,0,0,0
655249160,655249160,0,0,0,0,0,0,0,0,0,0,0
656268633,656268633,0,0,0,0,0,0,0,0,0,0,0
657297536,657297536,0,0,0,0,0,0,0,0,0,0,0
658318540,658318540,0,0,0,0,0,0,0,0,0,0,0
659344276,659344276,0,0,0,0,0,0,0,0,0,0,0
660231244,660231244,0,0,0,0,0,0,0,0,0,0,0
