,timestamp,time_utc_usec,lat,lon,alt,noise_per_ms,jamming_indicator,vel_m_s,heading,satellites_used,load,ram_usage,voltage_filtered_v,remaining,warning,discharged_mah,noise,remote_noise,txbuf,rssi,remote_rssi,rxerrors,fix,baro_temp_celcius,baro_pressure_pa,landed,ground_contact,time
114,136120335,1554226185599996,323884718,-1170763216,13.35,76,12,0.033,,16,0.4935130999999999,0.5335816,7.241019199999999,0.0,3.0,548.3954,23,0,94,28,0,10,0,35.63,102211.0,0.0,0.0,114
115,137121437,1554226186599996,323884686,-1170763201,14.09,76,14,0.015000001,,16,0.4885319,0.5335816,7.2088923,0.0,3.0,548.40796,21,0,100,28,0,10,0,35.63,102212.0,0.0,0.0,115
116,138123653,1554226187599996,323884669,-1170763185,14.39,76,10,0.08900000000000001,,16,0.50169027,0.5335816,7.1856337,0.0,3.0,548.41455,25,0,94,28,0,10,0,35.63,102213.0,0.0,0.0,116
117,139126324,1554226188599996,323884649,-1170763170,14.85,76,10,0.033,,16,0.49927038,0.5335816,7.208606,0.0,3.0,548.41455,24,0,97,28,0,10,0,35.63,102210.0,0.0,0.0,117
118,140122804,1554226189599996,323884631,-1170763167,15.31,76,12,0.051000002999999995,,16,0.48620754,0.5335816,7.2126784,0.0,3.0,548.41516,24,0,100,28,0,10,0,35.62,102207.0,0.0,0.0,118
119,141125475,1554226190599996,323884617,-1170763165,15.68,76,14,0.075,,16,0.5032002999999999,0.5335816,7.216709599999999,0.0,3.0,548.41565,20,0,100,28,0,10,0,35.63,102212.0,0.0,0.0,119
120,142122413,1554226191599995,323884605,-1170763154,16.06,76,9,0.046000004000000004,,16,0.51930237,0.5335816,7.2091520000000004,0.0,3.0,548.41565,23,0,100,28,0,10,0,35.63,102213.99,0.0,0.0,120
121,143120340,1554226192599995,323884595,-1170763143,16.27,76,10,0.037000000000000005,,16,0.50075257,0.5335816,7.199874,0.0,3.0,548.4159999999999,21,0,100,28,0,10,0,35.63,102211.0,0.0,0.0,121
122,144122394,1554226193599995,323884585,-1170763131,16.46,76,10,0.071,,16,0.49679762,0.5335816,7.1797320000000004,0.0,3.0,548.4171,22,0,97,28,0,10,0,35.63,102209.0,0.0,0.0,122
123,145119433,1554226194599995,323884577,-1170763113,16.68,76,9,0.080000006,,16,0.4927464,0.5335816,7.1565285,0.0,3.0,548.4171,20,0,100,28,0,10,0,35.64,102207.0,0.0,0.0,123
124,146117396,1554226195599995,323884570,-1170763100,16.83,76,17,0.096,,16,0.4966213,0.5335816,7.1286836,0.0,3.0,548.41895,22,0,99,28,0,10,0,35.649998,102211.0,0.0,0.0,124
125,147119408,1554226196599995,323884561,-1170763086,16.98,76,10,0.059000004,,16,0.47691715,0.5335816,7.071483,0.0,3.0,548.42883,22,0,97,28,0,10,0,35.649998,102206.0,0.0,0.0,125
126,148123992,1554226197599995,323884559,-1170763073,17.07,76,11,0.022000002,,16,0.50487745,0.5335816,7.043257700000001,0.0,3.0,548.42944,22,0,100,28,0,10,0,35.66,102212.0,0.0,0.0,126
127,149117665,1554226198599995,323884556,-1170763065,17.14,76,10,0.054000000000000006,,16,0.6731653000000001,0.5335816,7.029506,0.0,3.0,548.42944,21,0,100,28,0,10,0,35.67,102212.0,0.0,0.0,127
128,150120338,1554226199599995,323884550,-1170763052,17.25,71,15,0.047000002,,16,0.49074244,0.5335816,7.018007000000001,0.0,3.0,548.42944,24,0,99,28,0,10,0,35.67,102207.99,0.0,0.0,128
129,151118322,1554226200599994,323884548,-1170763047,17.33,71,11,0.098000005,,16,0.48385322,0.5335816,6.999411,0.0,3.0,548.43024,20,0,78,27,0,10,0,35.69,102211.0,0.0,1.0,129
130,152123408,1554226201599994,323884548,-1170763042,17.37,71,10,0.079,,16,0.4955451,0.5335816,6.9780293,0.0,3.0,548.43115,21,0,100,25,0,10,0,35.69,102210.0,0.0,0.0,130
131,153124324,1554226202599994,323884542,-1170763032,17.39,71,10,0.046000004000000004,,16,0.49473566,0.5335816,6.963457000000001,0.0,3.0,548.43195,22,0,100,24,0,10,0,35.7,102205.0,0.0,0.0,131
132,154123540,1554226203599994,323884538,-1170763019,17.44,71,10,0.023000002000000002,,16,0.48758256,0.5335816,6.9418526,0.0,3.0,548.43195,23,0,95,24,0,10,0,35.719997,102212.0,0.0,0.0,132
133,155123403,1554226204599994,323884532,-1170763007,17.38,71,10,0.086,,16,0.5032247999999999,0.5335816,6.918342999999999,0.0,3.0,548.4329,15,0,98,24,0,10,0,35.719997,102213.0,0.0,0.0,133
134,156126322,1554226205599994,323884526,-1170762989,17.46,71,13,0.17500001,,16,0.49579847,0.5335816,6.864598,0.0,3.0,548.4395,20,0,93,24,0,10,0,35.73,102211.0,0.0,0.0,134
135,157122327,1554226206599994,323884521,-1170762983,17.41,71,11,0.061000004000000004,,16,0.4966771,0.5335816,6.8409553,0.0,3.0,548.4413,21,0,98,24,0,10,0,35.75,102211.0,0.0,0.0,135
136,158120570,1554226207599994,323884518,-1170762983,17.26,71,9,0.055999999999999994,,16,0.5011885,0.5335816,6.8278656,0.0,3.0,548.4421,19,0,96,24,0,10,0,35.76,102212.0,0.0,0.0,136
137,159118047,1554226208599994,323884514,-1170762983,17.24,71,9,0.016,,16,0.50597525,0.5335816,6.813871400000001,0.0,3.0,548.4426,18,0,98,24,0,10,0,35.78,102211.0,0.0,0.0,137
138,160116321,1554226209599993,323884513,-1170762980,17.28,71,13,0.034,,16,0.49266636,0.5335816,6.809292299999999,0.0,3.0,548.44275,24,0,86,24,0,10,0,35.79,102216.0,0.0,0.0,138
139,161122394,1554226210599993,323884508,-1170762977,17.22,71,11,0.076000005,,16,0.4778045999999999,0.5335816,6.786163,0.0,3.0,548.44275,23,0,94,24,0,10,0,35.8,102212.0,0.0,0.0,139
140,162130324,1554226211599993,323884504,-1170762969,17.3,71,9,0.066,,16,0.4886607,0.5335816,6.7648660000000005,0.0,3.0,548.44275,19,0,100,24,0,10,0,35.809998,102212.0,0.0,0.0,140
141,163124369,1554226212599993,323884506,-1170762968,17.34,71,17,0.071,,16,0.4873634,0.5335816,6.743829300000001,0.0,3.0,548.4441,20,0,97,21,0,10,0,35.829997999999996,102216.0,0.0,0.0,141
142,164125505,1554226213599993,323884510,-1170762967,17.24,71,10,0.080000006,,16,0.48532479999999995,0.5335816,6.7277317,0.0,3.0,548.4446,22,0,83,20,0,10,0,35.84,102213.0,0.0,0.0,142
143,165127807,1554226214599993,323884510,-1170762971,17.23,71,13,0.048,,16,0.4895544,0.5335816,6.684596000000001,0.0,3.0,548.4546,22,0,94,20,0,10,0,35.86,102216.0,0.0,0.0,143
144,166128665,1554226215599993,323884512,-1170762972,17.16,71,9,0.043,,16,0.4904644,0.5335816,6.6612800000000005,0.0,3.0,548.4577,21,0,99,20,0,10,0,35.87,102215.0,0.0,1.0,144
145,167122594,1554226216599993,323884512,-1170762971,17.1,71,14,0.024,,16,0.49004447,0.5335816,6.6447425,0.0,3.0,548.4580000000001,21,0,100,20,0,10,0,35.88,102213.0,1.0,0.0,145
146,168120340,1554226217599993,323884508,-1170762972,17.1,71,16,0.031000001,,16,0.70889306,0.5335816,6.62736,0.0,3.0,548.4596,23,0,100,20,0,10,0,35.899998,102215.0,1.0,0.0,146
